name;WoSline;author;title;journal;year
TENG_F(2017)73:782;724803;Teng, F; Energy efficiency of VM consolidation in IaaS clouds;J SUPERCOMPUT;2017
ARIANYAN_E(2017)78:43;724913;Arianyan, E; Novel fuzzy multi objective DVFS-aware consolidation heuristics for energy and SLA efficient resource management in cloud data centers;J NETW COMPUT APPL;2017
RAEI_H(2017)107:34;724994;Raei, H; Modeling and performance analysis of cloudlet in Mobile Cloud Computing;PERFORM EVALUATION;2017
CHEN_S(2016)10:1447;725076;Chen, SM; Operational Cost Optimization for Cloud Computing Data Centers Using Renewable Energy;IEEE SYST J;2016
WAN_J(2016)13:941;725162;Wan, JX; Reactive Pricing: An Adaptive Pricing Policy for Cloud Providers to Maximize Profit;IEEE T NETW SERV MAN;2016
XIE_J(2016)17:1253;725264;Xie, JF; Caching resource sharing in radio access networks: a game theoretic approach;FRONT INFORM TECH EL;2016
ZOTKIEWI_M(2016)27:3561;725381;Zotkiewicz, M; Minimum Dependencies Energy-Efficient Scheduling in Data Centers;IEEE T PARALL DISTR;2016
RUAN_J(2016)8:su8101008;725496;Ruan, JH; A Visualization Review of Cloud Computing Algorithms in the Last Decade;SUSTAINABILITY-BASEL;2016
BENKHELI_E(2016)21:575;725721;Benkhelifa, E; Energy Optimisation for Mobile Device Power Consumption: A Survey and a Unified View of Modelling for a Comprehensive Network Simulation;MOBILE NETW APPL;2016
CAO_T(2016)16:2883611;725873;Cao, TD; MARSA: A Marketplace for Realtime Human Sensing Data;ACM T INTERNET TECHN;2016
ALHUMAIM_R(2016)10:987;725964;Alhumaima, RS; Evaluating the energy efficiency of software defined-based cloud radio access networks;IET COMMUN;2016
ABAZARI_F(2016)58:139;726022;Abazari, F; Effect of anti-malware software on infectious nodes in cloud environment;COMPUT SECUR;2016
WEN_Y(2016)115:144;726107;Wen, YF; Energy-aware dynamical hosts and tasks assignment for cloud computing;J SYST SOFTWARE;2016
GOUDARZI_H(2016)4:222;726184;Goudarzi, H; Hierarchical SLA-Driven Resource Management for Peak Power-Aware and Energy-Efficient Operation of a Cloud Datacenter;IEEE T CLOUD COMPUT;2016
PANTAZOG_M(2016)4:196;726265;Pantazoglou, M; Decentralized and Energy-Efficient Workload Management in Enterprise Clouds;IEEE T CLOUD COMPUT;2016
SUN_D(2016)4:278;726361;Sun, D; Non-Intrusive Anomaly Detection With Streaming Performance Metrics and Logs for DevOpsin Public Clouds: A Case Study in AWS;IEEE T EMERG TOP COM;2016
GROLINGE_K(2016):157;726452;Grolinger, K; Energy Consumption Prediction with Big Data: Balancing Prediction Accuracy and Computational Resources;IEEE INT CONGR BIG;2016
LI_M(2016)59:158;726531;Li, MF; Improving consolidation of virtual machine based on virtual switching overhead estimation;J NETW COMPUT APPL;2016
QIU_L(2016):184;726613;Qiu, LF; Optimal Big Data Sharing Approach for Tele-health in Cloud Computing;*****;2016
WU_C(2016):138;726694;Wu, CQ; Optimizing the Performance of Big Data Workflows in Multi-Cloud Environments Under Budget Constraint;*****;2016
ZHENG_Z(2016)31:2611;726760;Zheng, ZG; Towards a resource migration method in cloud computing based on node failure rule;J INTELL FUZZY SYST;2016
ZHOU_Z(2016):5612039;726849;Zhou, Z; Virtual Machine Placement Algorithm for Both Energy-Awareness and SLA Violation Reduction in Cloud Data Centers;SCI PROGRAMMING-NETH;2016
LIU_Y(2015)47:161;726924;Liu, YC; Tradeoff between energy and user experience for multimedia cloud computing;COMPUT ELECTR ENG;2015
NITA_M(2015)18:1011;727004;Nita, MC; MOMTH: multi-objective scheduling algorithm of many tasks in Hadoop;CLUSTER COMPUT;2015
XING_W(2015)18:1285;727217;Xing, W; A network approach for managing and processing big cancer data in clouds;CLUSTER COMPUT;2015
CARLIN_A(2015)6:1;727291;Carlin, A; Intrusion Detection and Countermeasure of Virtual Cloud Systems - State of the Art and Current Challenges;INT J ADV COMPUT SC;2015
ISLAM_M(2015)6:3;727393;Islam, MA; Distributed temperature-aware resource management in virtualized data center;SUSTAIN COMPUT-INFOR;2015
YANG_Z(2015)39:67;727494;Yang, ZH; Gain-scheduling control of vapor compression cycle for transient heat-flux removal;CONTROL ENG PRACT;2015
DO_L(2015)18:199;727596;Do, LN; A multi-voxel-activity-based feature selection method for human cognitive states classification by functional magnetic resonance imaging data;CLUSTER COMPUT;2015
CHAUDHRY_M(2015)16:119;727685;Chaudhry, MT; Thermal-aware relocation of servers in green data centers;FRONT INFORM TECH EL;2015
BASMADJI_R(2015):159;727766;Basmadjian, R; GREEN DATA CENTERS;WILEY SER PARA DIST;2015
HUSSEIN_W(2015)11:402;727957;Hussein, W; A weighted throttled load balancing approach for virtual machines in cloud environment;INT J COMPUT SCI ENG;2015
SHI_R(2015):65;728024;Shi, RY; MDP and Machine Learning-Based Cost-Optimization of Dynamic Resource Allocation for Network Function Virtualization;*****;2015
WU_Q(2015):397;728120;Wu, QW; Heterogeneous virtual machine consolidation using an improved grouping genetic algorithm;*****;2015
ZHENG_W(2015):175;728189;Zheng, WL; Data Center Sprinting: Enabling Computational Sprinting at the Data Center Level;INT CON DISTR COMP S;2015
SINGH_N(2014)2:149;728272;Singh, N; Ensemble Learning for Large-Scale Workload Prediction;IEEE T EMERG TOP COM;2014
AZIMI_R(2014):245;728375;Azimi, R; Thermal-aware Layout Planning for Heterogeneous Datacenters;I SYMPOS LOW POWER E;2014
CAO_B(2014):166;728436;Cao, B; NICE: Network-Aware VM Consolidation Scheme for Energy Conservation in Data Centers;INT C PAR DISTRIB SY;2014
GAO_J(2014):662;728533;Gao, JT; Joint Encryption and Compressed Sensing in Smart Grid Data Transmission;IEEE GLOB COMM CONF;2014
GUPTA_S(2014)24:2553083;728602;Gupta, SKS; GDCSim: A Simulator for Green Data Center Design and Analysis;ACM T MODEL COMPUT S;2014
PEDERSEN_J(2013)25:2488;728713;Pedersen, JM; Using latency as a QoS indicator for global cloud computing services;CONCURR COMP-PRACT E;2013
CHUNG_W(2013)66:229;728795;Chung, WC; Direction-aware resource discovery in large-scale distributed computing environments;J SUPERCOMPUT;2013
WANG_M(2013)29:1943;728882;Wang, M; High volumes of event stream indexing and efficient multi-keyword searching for cloud monitoring;FUTURE GENER COMP SY;2013
CHEN_C(2013)24:98;728980;Chen, CH; THE ANALYSIS OF SPEED-REPORTING RATES FROM A CELLULAR NETWORK BASED ON A FINGERPRINT-POSITIONING ALGORITHM;S AFR J IND ENG;2013
CHANDIO_A(2013):949;729048;Chandio, AA; A Comparative Study of Job Scheduling Strategies in Large-scale Parallel Computational Systems;IEEE INT CONF TRUST;2013
CHENG_D(2013):306783;729153;Cheng, DY; The Optimal Sampling Period of a Fingerprint Positioning Algorithm for Vehicle Speed Estimation;MATH PROBL ENG;2013
DECMAN_M(2013)65:406;729238;Decman, M; A possible solution for digital preservation of e-government A centralised repository within a cloud computing framework;ASLIB PROC;2013
LI_N(2013):1366;729333;Li, N; vMON: An Efficient Out-of-VM Process Monitor for Virtual Machines;*****;2013
LI_J(2012):376;729402;Li, JX; iROW: An Efficient Live Snapshot System for Virtual Machine Disk;INT C PAR DISTRIB SY;2012
SIEBENHA_M(2011)6994:88;729476;Siebenhaar, M; Complex Service Provisioning in Collaborative Cloud Markets;LECT NOTES COMPUT SC;2011
CHEN_J(2019)57:791;729550;Chen, JD; Global non-fossil fuel consumption: driving factors, disparities, and trends;MANAGE DECIS;2019
KUSCHEL_T(2019)52:aafa5f;729669;Kuschel, T; Tunnel magneto-Seebeck effect;J PHYS D APPL PHYS;2019
MISHRA_S(2018)20:48;729864;Mishra, SK; Energy-efficient VM-placement in cloud data center;SUSTAIN COMPUT-INFOR;2018
WANG_Y(2018)7:s41377-018-0083-0;729953;Wang, YJ; Full-duplex light communication with a monolithic multicomponent system;LIGHT-SCI APPL;2018
ABDEL-BA_M(2018)22:1117;730053;Abdel-Basset, M; An improved nature inspired meta-heuristic algorithm for 1-D bin packing problems;PERS UBIQUIT COMPUT;2018
YIN_L(2018)14:4712;730168;Yin, LX; Tasks Scheduling and Resource Allocation in Fog Computing Based on Containers for Smart Manufacturing;IEEE T IND INFORM;2018
FERNANDE_D(2018)119:191;730251;Fernandez-Cerero, D; Security supportive energy-aware scheduling and energy policies for cloud environments;J PARALLEL DISTR COM;2018
NADJAHI_C(2018)19:14;730383;Nadjahi, C; A review of thermal management and innovative cooling strategies for data center;SUSTAIN COMPUT-INFOR;2018
ZHANG_K(2018)142:215;730486;Zhang, K; Recent advancements on thermal management and evaluation for data centers;APPL THERM ENG;2018
BIESER_J(2018)10:su10082662;730663;Bieser, JCT; Assessing Indirect Environmental Effects of Information and Communication Technology (ICT): A Systematic Literature Review;SUSTAINABILITY-BASEL;2018
KESAVARA_D(2018)118:267;730803;Kesavaraja, D; QoE enhancement in cloud virtual machine allocation using Eagle strategy of hybrid krill herd optimization;J PARALLEL DISTR COM;2018
KO_S(2018)17:5225;730888;Ko, SW; Wireless Networks for Mobile Edge Computing: Spatial Modeling and Latency Analysis;IEEE T WIREL COMMUN;2018
LV_T(2018)5:3043;730980;Lv, TJ; Optimization of the Energy-Efficient Relay-Based Massive IoT Network;IEEE INTERNET THINGS;2018
NOOR_T(2018)115:70;731081;Noor, TH; Mobile cloud computing: Challenges and future research directions;J NETW COMPUT APPL;2018
DOMANAL_S(2018)84:11;731215;Domanal, SG; An efficient cost optimized scheduling for spot instances in heterogeneous cloud environment;FUTURE GENER COMP SY;2018
HUEBNER_T(2018)51:aabfb3;731297;Huebner, T; Thermal conductivity of thin insulating films determined by tunnel magneto-Seebeck effect measurements and finite-element modeling;J PHYS D APPL PHYS;2018
ZUO_L(2018)12:1518;731395;Zuo, LY; A Multiqueue Interlacing Peak Scheduling Method Based on Tasks' Classification in Cloud Computing;IEEE SYST J;2018
GHOBAEI-_M(2018)31:3537;731511;Ghobaei-Arani, M; A learning-based approach for virtual machine placement in cloud data centers;INT J COMMUN SYST;2018
MOKTADIR_M(2018)181:631;731601;Moktadir, MA; Modeling the interrelationships among barriers to sustainable supply chain management in leather industry;J CLEAN PROD;2018
WANG_Y(2018)11:en11040974;731806;Wang, YL; Energy Management for Smart Multi-Energy Complementary Micro-Grid in the Presence of Demand Response;ENERGIES;2018
AMIN_R(2018)20:3259;731896;Amin, R; Hybrid SDN Networks: A Survey of Existing Approaches;IEEE COMMUN SURV TUT;2018
ASHRAF_A(2018)33:103;732329;Ashraf, A; Multi-objective dynamic virtual machine consolidation in the cloud using ant colony system;INT J PARALLEL EMERG;2018
BENEDETT_J(2018):8715294;732413;Benedetto, JI; MobiCOP: A Scalable and Reliable Mobile Code Offloading Solution;WIREL COMMUN MOB COM;2018
CHEN_Y(2018)6:20572;732502;Chen, YK; Reducing Energy Consumption With Cost Budget Using Available Budget Preassignment in Heterogeneous Cloud Computing Systems;IEEE ACCESS;2018
KOUSIOUR_G(2018)78:516;732593;Kousiouris, G; An integrated information lifecycle management framework for exploiting social network data to identify dynamic large crowd concentration events in smart cities applications;FUTURE GENER COMP SY;2018
LI_C(2018)6:19304;732693;Li, CQ; A Brain Storm Optimization With Multi-Information Interactions for Global Optimization Problems;IEEE ACCESS;2018
LI_J(2018)6:58883;732811;Li, JQ; A Hybrid Pareto-Based Tabu Search for the Distributed Flexible Job Shop Scheduling Problem With E/T Criteria;IEEE ACCESS;2018
ORO_E(2018)36:185;732980;Oro, E; Design and economic analysis of liquid cooled data centres for waste heat recovery: A case study for an indoor swimming pool;SUSTAIN CITIES SOC;2018
PORAMBAG_P(2018)20:2961;733061;Porambage, P; Survey on Multi-Access Edge Computing for Internet of Things Realization;IEEE COMMUN SURV TUT;2018
SILVA_M(2018)111:222;733325;Silva, MC; Approaches for optimizing virtual machine placement and migration in cloud environments: A survey;J PARALLEL DISTR COM;2018
SOSNOWSK_M(2018)180:201818002095;733498;Sosnowski, M; Computational domain discretization in numerical analysis of flow within granular materials;EPJ WEB CONF;2018
WANG_F(2018)29:211;733559;Wang, F; A novel method for determining the key customer requirements and innovation goals in customer collaborative product innovation;J INTELL MANUF;2018
WEI_L(2018)6:264;733677;Wei, L; Towards Efficient Resource Allocation for Heterogeneous Workloads in IaaS Clouds;IEEE T CLOUD COMPUT;2018
WU_H(2018)6:3962;733764;Wu, HM; Multi-Objective Decision-Making for Mobile Cloud Offloading: A Survey;IEEE ACCESS;2018
XU_D(2018)20:2198;733900;Xu, DL; A Survey of Opportunistic Offloading;IEEE COMMUN SURV TUT;2018
ZHANG_T(2018)6:2760;734189;Zhang, T; Data Offloading in Mobile Edge Computing: A Coalition and Pricing Based Approach;IEEE ACCESS;2018
ASLAM_S(2017)100:80;734255;Aslam, S; Information collection centric techniques for cloud resource management: Taxonomy, analysis and challenges;J NETW COMPUT APPL;2017
ELKAFHAL_S(2017)73:5261;734395;El Kafhali, S; Efficient and dynamic scaling of fog nodes for IoT devices;J SUPERCOMPUT;2017
HATZIVAS_G(2017)4:2129;734488;Hatzivasilis, G; SCOTRES: Secure Routing for IoT and CPS;IEEE INTERNET THINGS;2017
ZOLA_E(2017)11:1571;734570;Zola, E; Optimising for energy or robustness? Trade-offs for VM consolidation in virtualized datacenters under uncertainty;OPTIM LETT;2017
MOON_Y(2017)7:s13673-017-0109-2;734644;Moon, Y; A slave ants based ant colony optimization algorithm for task scheduling in cloud computing environments;HUM-CENT COMPUT INFO;2017
FANG_Q(2017)13:2260;734717;Fang, Q; Thermal-Aware Energy Management of an HPC Data Center via Two-Time-Scale Control;IEEE T IND INFORM;2017
JAIN_A(2017)8:19;734803;Jain, A; Concoction of Ambient Intelligence and Big Data for Better Patient Ministration Services;INT J AMBIENT COMPUT;2017
TRIPATHI_R(2017)107:76;734877;Tripathi, R; Non-cooperative power and latency aware load balancing in distributed data centers;J PARALLEL DISTR COM;2017
JALVING_J(2017)11:3163;734965;Jalving, J; A graph-based computational framework for simulation and optimisation of coupled infrastructure networks;IET GENER TRANSM DIS;2017
GHARAEI_N(2017)17:s17081858;735047;Gharaei, N; An Energy-Efficient Mobile Sink-Based Unequal Clustering Mechanism for WSNs;SENSORS-BASEL;2017
OUYANG_A(2017)45:899;735154;Ouyang, AJ; Hardware/Software Partitioning for Heterogenous MPSoC Considering Communication Overhead;INT J PARALLEL PROG;2017
PERSICO_V(2017)28:2117;735258;Persico, V; A Fuzzy Approach Based on Heterogeneous Metrics for Scaling Out Public Clouds;IEEE T PARALL DISTR;2017
KHAIRUL_M(2017)122:566;735382;Khairul, MA; The influence of different flow regimes on heat transfer performance and exergy loss of Al2O3/DI-water and CuO/DI-water nanofluids;APPL THERM ENG;2017
ABUSHARK_M(2017)9:199;735504;Abu Sharkh, M; An evergreen cloud: Optimizing energy efficiency in heterogeneous cloud computing architectures;VEH COMMUN;2017
RAMPERSA_S(2017)28:2046;735579;Rampersaud, S; Sharing-Aware Online Virtual Machine Packing in Heterogeneous Resource Clouds;IEEE T PARALL DISTR;2017
DIAZ_J(2017)71:129;735659;Diaz, JL; Optimal allocation of virtual machines in multi-cloud environments with reserved and on-demand pricing;FUTURE GENER COMP SY;2017
RAMADHAN_A(2017)87:123;735745;Ramadhan, AA; Numerical modelling of electrohydrodynamic airflow induced in a wire-to-grid channel;J ELECTROSTAT;2017
RODRIGUE_E(2017)11:637;735837;Rodriguez, E; Energy-Aware Mapping and Live Migration of Virtual Networks;IEEE SYST J;2017
TAKANO_Y(2017)25:303;735938;Takano, Y; Multi-period resource allocation for estimating project costs in competitive bidding;CENT EUR J OPER RES;2017
DUAN_Q(2017)3:101;736026;Duan, Q; Cloud service performance evaluation: status, challenges, and opportunities - a survey from the system modeling perspective;DIGIT COMMUN NETW;2017
HASAN_M(2017)5:249;736128;Hasan, MS; Exploiting Renewable Sources: When Green SLA Becomes a Possible Reality in Cloud Computing;IEEE TRANS CLOUD COM;2017
ISLAM_M(2017)5:208;736222;Islam, MA; Water-Constrained Geographic Load Balancing in Data Centers;IEEE T CLOUD COMPUT;2017
KIM_S(2017)55:303;736323;Kim, SH; Analysis of the Determinants of Software-as-a-Service Adoption in Small Businesses: Risks, Benefits, and Organizational and Environmental Factors;J SMALL BUS MANAGE;2017
YANG_Y(2017)66:659;736444;Yang, YC; Multi-dimensional spatial light communication made with on-chip InGaN photonic integration;OPT MATER;2017
KANG_W(2017)53:228;736677;Kang, W; Energy-efficient response time management for embedded databases;REAL-TIME SYST;2017
ZHAO_L(2017)10:273;736770;Zhao, LP; Online Virtual Machine Placement for Increasing Cloud Provider's Revenue;IEEE T SERV COMPUT;2017
YANG_C(2017)80:165;736869;Yang, CT; Virtual machine management system based on the power saying algorithm in cloud;J NETW COMPUT APPL;2017
DRAXLER_S(2017):365;736972;Draxler, S; Joint Optimization of Scaling and Placement of Virtual Network Services;IEEE ACM INT SYMP;2017
MANN_Z(2017):609;737045;Mann, ZA; Optimized Cloud Deployment of Multi-tenant Software Considering Data Protection Concerns;IEEE ACM INT SYMP;2017
TELENYK_S(2017)512:41;737128;Telenyk, S; Architecture and Conceptual Bases of Cloud IT Infrastructure Management;ADV INTELL SYST;2017
YE_X(2017)5:16006;737295;Ye, X; Energy-Efficient Many-Objective Virtual Machine Placement Optimization in a Cloud Computing Environment;IEEE ACCESS;2017
YU_L(2017)5:13578;737368;Yu, L; Fog-Assisted Operational Cost Reduction for Cloud Data Centers;IEEE ACCESS;2017
MASKER_M(2016)96:73;737452;Masker, M; Smart Grid-aware scheduling in data centres;COMPUT COMMUN;2016
ARIDHI_S(2016)6:1;737539;Aridhi, S; Big Graph Mining: Frameworks and Techniques;BIG DATA RES;2016
FERNANDE_F(2016)56:854;737642;Fernandes, F; A virtual machine scheduler based on CPU and I/O-bound features for energy-aware in high performance computing clouds;COMPUT ELECTR ENG;2016
HASAN_A(2016)75:1;737722;Hasan, A; Fast Estimation of Multinomial Logit Models: R Package mnlogit;J STAT SOFTW;2016
ZHONG_X(2016)5:electronics5030056;737803;Zhong, XY; Raspberry Pi: An Effective Vehicle in Teaching the Internet of Things in Computer Science and Engineering;ELECTRONICS-SWITZ;2016
CHEN_X(2016)72:3194;737877;Chen, XD; CEVP: Cross Entropy based Virtual Machine Placement for Energy Optimization in Clouds;J SUPERCOMPUT;2016
AAZAM_M(2016)27:1929;737978;Aazam, M; Cloud Customer's Historical Record Based Resource Pricing;IEEE T PARALL DISTR;2016
MERCIAN_A(2016)64:2971;738083;Mercian, A; Upstream Polling Protocols for Flow Control in PON/xDSL Hybrid Access Networks;IEEE T COMMUN;2016
ALHUMAIM_R(2016)10:745;738199;Alhumaima, RS; Component and parameterised power model for cloud radio access network;IET COMMUN;2016
KLINE_C(2016)55:643;738264;Kline, C; The Influence of Agritourism on Niche Meats Loyalty and Purchasing;J TRAVEL RES;2016
KULAU_U(2016)12:2885500;738415;Kulau, U; IdealVolting: Reliable Undervolting on Wireless Sensor Nodes;ACM T SENSOR NETWORK;2016
KOUKORAV_T(2016)95:142;738506;Koukoravas, TP; Spatially-selective cooling by liquid jet impinging orthogonally on a wettability-patterned surface;INT J HEAT MASS TRAN;2016
BANERJEE_A(2016):127;738593;Banerjee, A; Debugging Energy-efficiency Related Field Failures in Mobile Apps;*****;2016
BUDA_T(2016):1279;738669;Buda, TS; Can Machine Learning aid in delivering new Use cases and Scenarios in 5G?;IEEE IFIP NETW OPER;2016
CHEN_H(2016):385;738771;Chen, HK; EONS: Minimizing Energy Consumption for Executing Real-Time Workflows in Virtualized Cloud Data Centers;INT CONF PARA PROC;2016
CHEN_L(2016)4:3951;738865;Chen, LW; Cyber-Physical Signage Interacting With Gesture-Based Human-Machine Interfaces Through Mobile Cloud Computing;IEEE ACCESS;2016
ELNAGDY_S(2016):295;738949;Elnagdy, SA; Understanding Taxonomy of Cyber Risks for Cybersecurity Insurance of Financial Industry in Cloud Computing;*****;2016
ELNAGDY_S(2016):301;739079;Elnagdy, SA; Cyber Incident Classifications Using Ontology-Based Knowledge Representation for Cybersecurity Insurance in Financial Industry;*****;2016
GAI_K(2016):190;739161;Gai, KK; Privacy-Preserving Adaptive Multi-Channel Communications Under Timing Constraints;*****;2016
KAUR_N(2016)12:239;739225;Kaur, N; Energy efficient duplication-based scheduling for precedence constrained tasks on heterogeneous computing cluster;MULTIAGENT GRID SYST;2016
KURPICZ_M(2016):651;739302;Kurpicz, M; How much does a VM cost? Energy-proportional Accounting in VM-based Environments;EUROMICRO WORKSHOP P;2016
LIU_Y(2016):396;739382;Liu, YP; Understanding and Detecting Wake Lock Misuses for Android Applications;*****;2016
RINDOS_A(2016):15;739473;Rindos, A; Dew Computing: the Complementary Piece of Cloud Computing;*****;2016
TAN_L(2016)12:2822893;739538;Tan, L; Scalable Energy Efficiency with Resilience for High Performance Computing Systems: A Quantitative Methodology;ACM T ARCHIT CODE OP;2016
WANG_S(2016)87:43;739643;Wang, SN; Application configuration selection for energy-efficient execution on multicore systems;J PARALLEL DISTR COM;2016
ZAVERI_M(2016):1716;739743;Zaveri, MA; Collaborative Service Oriented Smart Grid using the Internet of Things;*****;2016
ZHAO_J(2016)98:55;739823;Zhao, JQ; Enabling collaborative MapReduce on the Cloud with a single-sign-on mechanism;COMPUTING;2016
ZHAO_X(2016)46:48;739916;Zhao, XG; Feedback Control Scheduling in Energy-Efficient and Thermal-Aware Data Centers;IEEE T SYST MAN CY-S;2016
KHAN_A(2015)81:1479;740022;Khan, AM; Incentive-based resource assignment and regulation for collaborative cloud services in community networks;J COMPUT SYST SCI;2015
XIANG_Y(2015)23:2876;740110;Xiang, Y; Run-Time Management for Multicore Embedded Systems With Energy Harvesting;IEEE T VLSI SYST;2015
AL-AYYOU_M(2015)58:15;740193;Al-Ayyoub, M; Optimizing expansion strategies for ultrascale cloud computing data centers;SIMUL MODEL PRACT TH;2015
XIANG_Y(2015)1:220;740287;Xiang, Y; Soft and Hard Reliability-Aware Scheduling for Multicore Embedded Systems with Energy Harvesting;IEEE T MULTI-SCALE C;2015
DOUCHET_F(2015)84:350;740374;Douchet, F; Experimental and numerical study of water-cooled datacom equipment;APPL THERM ENG;2015
MUSTAFA_H(2015)47:1;740454;Mustafa, HD; Replicating the geographical cloud: Provisioning omnipresence, omniscience and omnipotence;FUTURE GENER COMP SY;2015
CHEN_Y(2015)6:2700484;740536;Chen, YC; Significant Correlation Pattern Mining in Smart Homes;ACM T INTEL SYST TEC;2015
YANG_W(2015)58:s11432-015-5300-3;740630;Yang, WH; A survey on dependability improvement techniques for pervasive computing systems;SCI CHINA INFORM SCI;2015
CAPOZZOL_A(2015)8945:135;741045;Capozzoli, A; Review on Performance Metrics for Energy Efficiency in Data Center: The Role of Thermal Management;LECT NOTES COMPUT SC;2015
CHARR_J(2015):922;741151;Charr, JC; Energy Consumption Reduction with DVFS for Message Passing Iterative Applications on Heterogeneous Architectures;*****;2015
CHEN_L(2015):121;741226;Chen, LB; An SDN-Based Fabric For Flexible Data-Center Networks;*****;2015
DHANOA_I(2015):584;741295;Dhanoa, IS; Analyzing Energy Consumption during VM Live Migration;*****;2015
ISLAM_M(2015):235;741365;Islam, MA; Paying to Save: Reducing Cost of Colocation Data Center via Rewards;INT S HIGH PERF COMP;2015
KIRUTHIK_J(2015):176;741451;Kiruthika, J; Software Quality Issues and Challenges of Internet of Things;*****;2015
PAPADOPO_A(2015):6698;741508;Papadopoulos, AV; Virtual Machine Migration in Cloud Infrastructures: Problem Formalization and Policies Proposal;IEEE DECIS CONTR P;2015
PARK_T(2015)53:338;741584;Park, T; Drivers of technology commercialization and performance in SMEs The moderating effect of environmental dynamism;MANAGE DECIS;2015
RUAN_X(2015):264;741695;Ruan, XJ; Performance-to-Power Ratio Aware Virtual Machine (VM) Allocation in Energy-Efficient Clouds;IEEE INT C CL COMP;2015
SCHERER_R(2015)80:198;741765;Scherer, R; The Big-Fish-Little-Pond-Effect revisited: Do different types of assessments matter?;COMPUT EDUC;2015
SEDDIGH_M(2015):104;741886;Seddigh, M; Dynamic prediction scheduling for virtual machine placement via ant colony optimization;*****;2015
WANG_J(2015):2850;741938;Wang, JV; A Power and Thermal-Aware Virtual Machine Allocation Mechanism for Cloud Data Centers;IEEE INT CONF COMM;2015
WILDE_T(2015)9137:376;742010;Wilde, T; Taking Advantage of Node Power Variation in Homogenous HPC Systems to Save Energy;LECT NOTES COMPUT SC;2015
XU_G(2015):766;742096;Xu, G; Bandwidth-aware Energy Efficient Routing with SDN in Data Center Networks;*****;2015
ALIAGA_J(2014)17:1335;742171;Aliaga, JI; Assessing the impact of the CPU power-saving modes on the task-parallel solution of sparse linear systems;CLUSTER COMPUT;2014
DENG_Z(2014)17:1295;742266;Deng, ZG; Using priced timed automaton to analyse the energy consumption in cloud computing environment;CLUSTER COMPUT;2014
PETRI_I(2014)41:32;742347;Petri, I; Risk assessment in service provider communities;FUTURE GENER COMP SY;2014
POLLOCK_D(2014)77:662;742425;Pollock, DT; Model-based control of vapor compression cycles for transient heat-flux removal;INT J HEAT MASS TRAN;2014
MAIR_J(2014)4:83;742519;Mair, J; Myths in power estimation with Performance Monitoring Counters;SUSTAIN COMPUT-INFOR;2014
CORRADI_A(2014)32:24;742587;Corradi, A; The management of cloud systems;FUTURE GENER COMP SY;2014
BORGETTO_D(2014):229;742655;Borgetto, D; An Energy Efficient Approach to Virtual Machines Management in Cloud Computing;IEEE INT CONF CL NET;2014
FARAHNAK_F(2014):111;742818;Farahnakian, F; Multi-Agent based Architecture for Dynamic VM Consolidation in Cloud Data Centers;EUROMICRO CONF PROC;2014
GLAVOPOU_E(2014)57:1612;742903;Glavopoulos, E; Investigating the factors affecting companies' attitudes towards CSR and CER during the fiscal crisis in Greece;J ENVIRON PLANN MAN;2014
HOSSEINI_S(2014):391;743036;Hosseinimotlagh, S; Migration-Less Energy-Aware Task Scheduling Policies in Cloud Environments;*****;2014
KHAN_A(2014):719;743123;Khan, AM; Prototyping Incentive-based Resource Assignment for Clouds in Community Networks;INT CON ADV INFO NET;2014
KHAN_A(2014):1;743199;Khan, AM; Towards Distributed Architecture for Collaborative Cloud Services in Community Networks;*****;2014
KINGER_S(2014):208983;743281;Kinger, S; Prediction Based Proactive Thermal Virtual Machine Scheduling in Green Clouds;SCI WORLD J;2014
MITTAL_S(2014):139;743351;Mittal, S; WriteSmoothing: Improving Lifetime of Non-volatile Caches Using Intra-set Wear-leveling;PR GR LAK SYMP VLSI;2014
SHARIFI_L(2014):434;743420;Sharifi, L; Combing Smart Grid with Community Clouds: next generation integrated service platform;INT CONF SMART GRID;2014
USMAIL_C(2014)29:6;743486;Usmail, CL; Evolution of Embedded Processing for Wide Area Surveillance;IEEE AERO EL SYS MAG;2014
WANG_R(2014):100;743542;Wang, RX; Network-aware Placement of Virtual Machine Ensembles using Effective Bandwidth Estimation;INT CONF NETW SER;2014
YUE_W(2014):613719;743625;Yue, WY; Dynamic Placement of Virtual Machines with Both Deterministic and Stochastic Demands for Green Cloud Computing;MATH PROBL ENG;2014
KIM_H(2013)21:1863;743699;Kim, H; Exploiting Replicated Cache Blocks to Reduce L2 Cache Leakage in CMPs;IEEE T VLSI SYST;2013
VARSAMOP_G(2013)3:132;743797;Varsamopoulos, G; Using transient thermal models to predict cyberphysical phenomena in data centers;SUSTAIN COMPUT-INFOR;2013
ABDEYAZD_M(2013)64:177;743967;Abdeyazdan, M; Task graph pre-scheduling, using Nash equilibrium in game theory;J SUPERCOMPUT;2013
BANIROST_H(2013):717;744219;Banirostam, H; A Trust Based Approach for Increasing Security in Cloud Computing Infrastructure;UKSIM INT CONF COMP;2013
KLIAZOVI_D(2013):;744287;Kliazovich, D; Accounting for Load Variation in Energy-Efficient Data Centers;IEEE ICC;2013
LI_X(2013):644;744370;Li, X; DartCSim plus : Enhanced CloudSim with the Power and Network Models Integrated;IEEE INT CONF CLOUD;2013
